,company,title,meanPay,City,low_sal,high_sal,sal_avg,entry_bin,mid_bin,senior_bin
292,capital one,Senior Data Scientist,119000 - 127000,dallas,119000,127000,123000,0,0,1
293,verizon,Senior Data Scientist,119000 - 128000,dallas,119000,128000,123500,0,0,1
294,hewlett packard enterprise | hpe,Senior Data Scientist,103000 - 112000,dallas,103000,112000,107500,0,0,1
295,at&t,Senior Data Scientist,120000 - 130000,dallas,120000,130000,125000,0,0,1
296,hewlett-packard,Senior Data Scientist,110000 - 120000,dallas,110000,120000,115000,0,0,1
297,alliance data,Senior Data Scientist,104000 - 113000,dallas,104000,113000,108500,0,0,1
298,expedia,Senior Data Scientist,129000 - 140000,dallas,129000,140000,134500,0,0,1
299,elevate credit,Senior Data Scientist,123000 - 135000,dallas,123000,135000,129000,0,0,1
300,raytheon,Senior Data Scientist,105000 - 113000,dallas,105000,113000,109000,0,0,1
301,mitre,Junior Data Scientist,86000 - 92000,dallas,86000,92000,89000,1,0,0
302,dell,Junior Data Scientist,87000 - 94000,dallas,87000,94000,90500,1,0,0
303,capital one,Principal Data Scientist,96000 - 104000,dallas,96000,104000,100000,0,0,1
304,at&t,Principal Data Scientist,133000 - 144000,dallas,133000,144000,138500,0,0,1
305,general motors,Data Scientist,94000 - 119000,detroit,94000,119000,106500,0,1,0
306,quicken loans,Data Scientist,110000 - 127000,detroit,110000,127000,118500,0,1,0
307,ford motor company,Data Scientist,86000 - 94000,detroit,86000,94000,90000,0,1,0
308,pwc,Data Scientist,95000 - 104000,detroit,95000,104000,99500,0,1,0
309,hewlett packard enterprise | hpe,Data Scientist,91000 - 98000,detroit,91000,98000,94500,0,1,0
310,ciber,Data Scientist,97000 - 105000,detroit,97000,105000,101000,0,1,0
311,ihs,Data Scientist,90000 - 99000,detroit,90000,99000,94500,0,1,0
312,marketing associates,Data Scientist,90000 - 97000,detroit,90000,97000,93500,0,1,0
313,kpmg,Senior Data Scientist,101000 - 109000,detroit,101000,109000,105000,0,0,1
314,exponent,Senior Data Scientist,90000 - 99000,detroit,90000,99000,94500,0,0,1
315,hewlett packard enterprise | hpe,Senior Data Scientist,102000 - 111000,detroit,102000,111000,106500,0,0,1
316,market strategies international,Senior Data Scientist,91000 - 97000,detroit,91000,97000,94000,0,0,1
317,general motors,Senior Data Scientist,122000 - 134000,detroit,122000,134000,128000,0,0,1
318,general motors,Data Scientist,94000 - 120000,detroit,94000,120000,107000,0,1,0
319,quicken loans,Data Scientist,112000 - 126000,detroit,112000,126000,119000,0,1,0
320,ford motor company,Data Scientist,87000 - 93000,detroit,87000,93000,90000,0,1,0
321,pwc,Data Scientist,96000 - 103000,detroit,96000,103000,99500,0,1,0
322,hewlett packard enterprise | hpe,Data Scientist,91000 - 99000,detroit,91000,99000,95000,0,1,0
323,ciber,Data Scientist,97000 - 105000,detroit,97000,105000,101000,0,1,0
324,ihs,Data Scientist,90000 - 98000,detroit,90000,98000,94000,0,1,0
325,marketing associates,Data Scientist,89000 - 97000,detroit,89000,97000,93000,0,1,0
326,kpmg,Senior Data Scientist,100000 - 110000,detroit,100000,110000,105000,0,0,1
327,exponent,Senior Data Scientist,90000 - 99000,detroit,90000,99000,94500,0,0,1
328,hewlett packard enterprise | hpe,Senior Data Scientist,102000 - 111000,detroit,102000,111000,106500,0,0,1
329,market strategies international,Senior Data Scientist,90000 - 98000,detroit,90000,98000,94000,0,0,1
330,general motors,Senior Data Scientist,123000 - 134000,detroit,123000,134000,128500,0,0,1
331,general motors,Data Scientist,95000 - 120000,detroit,95000,120000,107500,0,1,0
332,quicken loans,Data Scientist,111000 - 128000,detroit,111000,128000,119500,0,1,0
333,ford motor company,Data Scientist,87000 - 94000,detroit,87000,94000,90500,0,1,0
334,pwc,Data Scientist,95000 - 103000,detroit,95000,103000,99000,0,1,0
335,hewlett packard enterprise | hpe,Data Scientist,91000 - 98000,detroit,91000,98000,94500,0,1,0
336,ciber,Data Scientist,97000 - 105000,detroit,97000,105000,101000,0,1,0
337,ihs,Data Scientist,91000 - 99000,detroit,91000,99000,95000,0,1,0
338,marketing associates,Data Scientist,90000 - 97000,detroit,90000,97000,93500,0,1,0
339,kpmg,Senior Data Scientist,102000 - 109000,detroit,102000,109000,105500,0,0,1
340,exponent,Senior Data Scientist,91000 - 98000,detroit,91000,98000,94500,0,0,1
341,hewlett packard enterprise | hpe,Senior Data Scientist,102000 - 111000,detroit,102000,111000,106500,0,0,1
342,market strategies international,Senior Data Scientist,90000 - 98000,detroit,90000,98000,94000,0,0,1
343,general motors,Senior Data Scientist,122000 - 133000,detroit,122000,133000,127500,0,0,1
344,general motors,Data Scientist,95000 - 119000,detroit,95000,119000,107000,0,1,0
345,quicken loans,Data Scientist,112000 - 126000,detroit,112000,126000,119000,0,1,0
346,ford motor company,Data Scientist,87000 - 93000,detroit,87000,93000,90000,0,1,0
347,pwc,Data Scientist,96000 - 102000,detroit,96000,102000,99000,0,1,0
348,hewlett packard enterprise | hpe,Data Scientist,92000 - 98000,detroit,92000,98000,95000,0,1,0
349,ciber,Data Scientist,98000 - 105000,detroit,98000,105000,101500,0,1,0
350,ihs,Data Scientist,91000 - 97000,detroit,91000,97000,94000,0,1,0
351,marketing associates,Data Scientist,90000 - 97000,detroit,90000,97000,93500,0,1,0
352,kpmg,Senior Data Scientist,102000 - 109000,detroit,102000,109000,105500,0,0,1
353,exponent,Senior Data Scientist,91000 - 98000,detroit,91000,98000,94500,0,0,1
354,hewlett packard enterprise | hpe,Senior Data Scientist,103000 - 111000,detroit,103000,111000,107000,0,0,1
355,market strategies international,Senior Data Scientist,91000 - 97000,detroit,91000,97000,94000,0,0,1
356,general motors,Senior Data Scientist,124000 - 132000,detroit,124000,132000,128000,0,0,1
357,general motors,Data Scientist,95000 - 119000,detroit,95000,119000,107000,0,1,0
358,quicken loans,Data Scientist,111000 - 126000,detroit,111000,126000,118500,0,1,0
359,ford motor company,Data Scientist,87000 - 93000,detroit,87000,93000,90000,0,1,0
360,pwc,Data Scientist,96000 - 102000,detroit,96000,102000,99000,0,1,0
361,hewlett packard enterprise | hpe,Data Scientist,92000 - 98000,detroit,92000,98000,95000,0,1,0
362,ciber,Data Scientist,98000 - 105000,detroit,98000,105000,101500,0,1,0
363,ihs,Data Scientist,90000 - 98000,detroit,90000,98000,94000,0,1,0
364,marketing associates,Data Scientist,89000 - 98000,detroit,89000,98000,93500,0,1,0
365,kpmg,Senior Data Scientist,100000 - 110000,detroit,100000,110000,105000,0,0,1
366,exponent,Senior Data Scientist,92000 - 99000,detroit,92000,99000,95500,0,0,1
367,hewlett packard enterprise | hpe,Senior Data Scientist,104000 - 112000,detroit,104000,112000,108000,0,0,1
368,market strategies international,Senior Data Scientist,89000 - 98000,detroit,89000,98000,93500,0,0,1
369,general motors,Senior Data Scientist,124000 - 134000,detroit,124000,134000,129000,0,0,1
370,general motors,Data Scientist,95000 - 121000,detroit,95000,121000,108000,0,1,0
371,quicken loans,Data Scientist,110000 - 126000,detroit,110000,126000,118000,0,1,0
372,ford motor company,Data Scientist,87000 - 93000,detroit,87000,93000,90000,0,1,0
373,pwc,Data Scientist,94000 - 104000,detroit,94000,104000,99000,0,1,0
374,hewlett packard enterprise | hpe,Data Scientist,91000 - 98000,detroit,91000,98000,94500,0,1,0
375,ciber,Data Scientist,97000 - 107000,detroit,97000,107000,102000,0,1,0
376,ihs,Data Scientist,91000 - 98000,detroit,91000,98000,94500,0,1,0
377,marketing associates,Data Scientist,90000 - 97000,detroit,90000,97000,93500,0,1,0
378,kpmg,Senior Data Scientist,100000 - 109000,detroit,100000,109000,104500,0,0,1
379,exponent,Senior Data Scientist,91000 - 98000,detroit,91000,98000,94500,0,0,1
380,hewlett packard enterprise | hpe,Senior Data Scientist,103000 - 111000,detroit,103000,111000,107000,0,0,1
381,market strategies international,Senior Data Scientist,91000 - 98000,detroit,91000,98000,94500,0,0,1
382,general motors,Senior Data Scientist,123000 - 134000,detroit,123000,134000,128500,0,0,1
383,schlumberger,Data Scientist,102000,houston,102000,102000,102000,0,1,0
384,chevron,Data Scientist,116000 - 154000,houston,116000,154000,135000,0,1,0
385,ibm,Data Scientist,106000 - 114000,houston,106000,114000,110000,0,1,0
386,anthem,Data Scientist,96000 - 104000,houston,96000,104000,100000,0,1,0
387,rang technologies,Data Scientist,98000 - 107000,houston,98000,107000,102500,0,1,0
388,hewlett packard enterprise | hpe,Data Scientist,92000 - 100000,houston,92000,100000,96000,0,1,0
389,gallup,Data Scientist,83000 - 90000,houston,83000,90000,86500,0,1,0
390,amazon.com,Data Scientist,119000 - 129000,houston,119000,129000,124000,0,1,0
391,ihs,Data Scientist,93000 - 100000,houston,93000,100000,96500,0,1,0
392,saic,Data Scientist,90000 - 98000,houston,90000,98000,94000,0,1,0
393,equinix,Data Scientist,114000 - 123000,houston,114000,123000,118500,0,1,0
394,sapient global markets,Data Scientist,113000 - 122000,houston,113000,122000,117500,0,1,0
395,anadarko petroleum,Data Scientist,112000 - 121000,houston,112000,121000,116500,0,1,0
396,ibm,Entry Level Data Scientist,91000 - 98000,houston,91000,98000,94500,0,1,0
397,ibm,Senior Data Scientist,116000 - 125000,houston,116000,125000,120500,0,0,1
398,mckinsey & company,Junior Data Scientist,91000 - 99000,houston,91000,99000,95000,1,0,0
399,schlumberger,Data Scientist,102000,houston,102000,102000,102000,0,1,0
400,chevron,Data Scientist,115000 - 153000,houston,115000,153000,134000,0,1,0
401,ibm,Data Scientist,107000 - 115000,houston,107000,115000,111000,0,1,0
402,anthem,Data Scientist,96000 - 103000,houston,96000,103000,99500,0,1,0
403,rang technologies,Data Scientist,99000 - 108000,houston,99000,108000,103500,0,1,0
404,hewlett packard enterprise | hpe,Data Scientist,92000 - 99000,houston,92000,99000,95500,0,1,0
405,gallup,Data Scientist,84000 - 89000,houston,84000,89000,86500,0,1,0
406,amazon.com,Data Scientist,120000 - 130000,houston,120000,130000,125000,0,1,0
407,ihs,Data Scientist,93000 - 99000,houston,93000,99000,96000,0,1,0
408,saic,Data Scientist,90000 - 96000,houston,90000,96000,93000,0,1,0
409,equinix,Data Scientist,113000 - 121000,houston,113000,121000,117000,0,1,0
410,sapient global markets,Data Scientist,114000 - 122000,houston,114000,122000,118000,0,1,0
411,anadarko petroleum,Data Scientist,114000 - 121000,houston,114000,121000,117500,0,1,0
412,ibm,Entry Level Data Scientist,91000 - 99000,houston,91000,99000,95000,0,1,0
413,ibm,Senior Data Scientist,118000 - 126000,houston,118000,126000,122000,0,0,1
414,mckinsey & company,Junior Data Scientist,93000 - 99000,houston,93000,99000,96000,1,0,0
415,schlumberger,Data Scientist,102000,houston,102000,102000,102000,0,1,0
416,chevron,Data Scientist,115000 - 153000,houston,115000,153000,134000,0,1,0
417,ibm,Data Scientist,105000 - 115000,houston,105000,115000,110000,0,1,0
418,anthem,Data Scientist,95000 - 104000,houston,95000,104000,99500,0,1,0
419,rang technologies,Data Scientist,98000 - 108000,houston,98000,108000,103000,0,1,0
420,hewlett packard enterprise | hpe,Data Scientist,92000 - 101000,houston,92000,101000,96500,0,1,0
421,gallup,Data Scientist,82000 - 90000,houston,82000,90000,86000,0,1,0
422,amazon.com,Data Scientist,118000 - 129000,houston,118000,129000,123500,0,1,0
423,ihs,Data Scientist,91000 - 100000,houston,91000,100000,95500,0,1,0
424,saic,Data Scientist,89000 - 98000,houston,89000,98000,93500,0,1,0
425,equinix,Data Scientist,114000 - 123000,houston,114000,123000,118500,0,1,0
426,sapient global markets,Data Scientist,113000 - 123000,houston,113000,123000,118000,0,1,0
427,anadarko petroleum,Data Scientist,113000 - 121000,houston,113000,121000,117000,0,1,0
428,ibm,Entry Level Data Scientist,92000 - 99000,houston,92000,99000,95500,0,1,0
429,ibm,Senior Data Scientist,116000 - 126000,houston,116000,126000,121000,0,0,1
430,mckinsey & company,Junior Data Scientist,92000 - 99000,houston,92000,99000,95500,1,0,0
431,schlumberger,Data Scientist,102000,houston,102000,102000,102000,0,1,0
432,chevron,Data Scientist,115000 - 155000,houston,115000,155000,135000,0,1,0
433,ibm,Data Scientist,105000 - 113000,houston,105000,113000,109000,0,1,0
434,anthem,Data Scientist,96000 - 104000,houston,96000,104000,100000,0,1,0
435,rang technologies,Data Scientist,98000 - 106000,houston,98000,106000,102000,0,1,0
436,hewlett packard enterprise | hpe,Data Scientist,92000 - 100000,houston,92000,100000,96000,0,1,0
437,gallup,Data Scientist,82000 - 90000,houston,82000,90000,86000,0,1,0
438,amazon.com,Data Scientist,118000 - 130000,houston,118000,130000,124000,0,1,0
439,ihs,Data Scientist,92000 - 99000,houston,92000,99000,95500,0,1,0
440,saic,Data Scientist,90000 - 98000,houston,90000,98000,94000,0,1,0
441,equinix,Data Scientist,113000 - 122000,houston,113000,122000,117500,0,1,0
442,sapient global markets,Data Scientist,113000 - 123000,houston,113000,123000,118000,0,1,0
443,anadarko petroleum,Data Scientist,112000 - 121000,houston,112000,121000,116500,0,1,0
444,ibm,Entry Level Data Scientist,92000 - 99000,houston,92000,99000,95500,0,1,0
445,ibm,Senior Data Scientist,115000 - 127000,houston,115000,127000,121000,0,0,1
446,mckinsey & company,Junior Data Scientist,92000 - 101000,houston,92000,101000,96500,1,0,0
447,schlumberger,Data Scientist,102000,houston,102000,102000,102000,0,1,0
448,chevron,Data Scientist,115000 - 154000,houston,115000,154000,134500,0,1,0
449,ibm,Data Scientist,105000 - 114000,houston,105000,114000,109500,0,1,0
450,anthem,Data Scientist,95000 - 104000,houston,95000,104000,99500,0,1,0
451,rang technologies,Data Scientist,99000 - 108000,houston,99000,108000,103500,0,1,0
452,hewlett packard enterprise | hpe,Data Scientist,93000 - 101000,houston,93000,101000,97000,0,1,0
453,gallup,Data Scientist,83000 - 89000,houston,83000,89000,86000,0,1,0
454,amazon.com,Data Scientist,119000 - 128000,houston,119000,128000,123500,0,1,0
455,ihs,Data Scientist,92000 - 100000,houston,92000,100000,96000,0,1,0
456,saic,Data Scientist,89000 - 98000,houston,89000,98000,93500,0,1,0
457,equinix,Data Scientist,113000 - 121000,houston,113000,121000,117000,0,1,0
458,sapient global markets,Data Scientist,112000 - 121000,houston,112000,121000,116500,0,1,0
459,anadarko petroleum,Data Scientist,113000 - 122000,houston,113000,122000,117500,0,1,0
460,ibm,Entry Level Data Scientist,92000 - 100000,houston,92000,100000,96000,0,1,0
461,ibm,Senior Data Scientist,116000 - 127000,houston,116000,127000,121500,0,0,1
462,mckinsey & company,Junior Data Scientist,92000 - 100000,houston,92000,100000,96000,1,0,0
463,schlumberger,Data Scientist,102000,houston,102000,102000,102000,0,1,0
464,chevron,Data Scientist,116000 - 155000,houston,116000,155000,135500,0,1,0
465,ibm,Data Scientist,106000 - 115000,houston,106000,115000,110500,0,1,0
466,anthem,Data Scientist,96000 - 105000,houston,96000,105000,100500,0,1,0
467,rang technologies,Data Scientist,98000 - 107000,houston,98000,107000,102500,0,1,0
468,hewlett packard enterprise | hpe,Data Scientist,92000 - 100000,houston,92000,100000,96000,0,1,0
469,gallup,Data Scientist,83000 - 90000,houston,83000,90000,86500,0,1,0
470,amazon.com,Data Scientist,119000 - 128000,houston,119000,128000,123500,0,1,0
471,ihs,Data Scientist,91000 - 100000,houston,91000,100000,95500,0,1,0
472,saic,Data Scientist,89000 - 97000,houston,89000,97000,93000,0,1,0
473,equinix,Data Scientist,112000 - 122000,houston,112000,122000,117000,0,1,0
474,sapient global markets,Data Scientist,111000 - 121000,houston,111000,121000,116000,0,1,0
475,anadarko petroleum,Data Scientist,111000 - 121000,houston,111000,121000,116000,0,1,0
476,ibm,Entry Level Data Scientist,92000 - 98000,houston,92000,98000,95000,0,1,0
477,ibm,Senior Data Scientist,117000 - 126000,houston,117000,126000,121500,0,0,1
478,mckinsey & company,Junior Data Scientist,93000 - 99000,houston,93000,99000,96000,1,0,0
479,sprint,Data Scientist,81000 - 91000,kansas city mo,81000,91000,86000,0,1,0
480,the nerdery,Data Scientist,72000 - 78000,kansas city mo,72000,78000,75000,0,1,0
481,pra health sciences,Data Scientist,90000 - 98000,kansas city mo,90000,98000,94000,0,1,0
482,microsoft,Senior Data Scientist,132000 - 143000,kansas city mo,132000,143000,137500,0,0,1
483,ascensus,Associate Data Scientist,71000 - 77000,kansas city mo,71000,77000,74000,1,0,0
484,sprint,Data Scientist,82000 - 92000,kansas city mo,82000,92000,87000,0,1,0
485,the nerdery,Data Scientist,72000 - 78000,kansas city mo,72000,78000,75000,0,1,0
486,pra health sciences,Data Scientist,90000 - 97000,kansas city mo,90000,97000,93500,0,1,0
487,microsoft,Senior Data Scientist,131000 - 144000,kansas city mo,131000,144000,137500,0,0,1
488,ascensus,Associate Data Scientist,71000 - 76000,kansas city mo,71000,76000,73500,1,0,0
489,sprint,Data Scientist,82000 - 91000,kansas city mo,82000,91000,86500,0,1,0
490,the nerdery,Data Scientist,71000 - 78000,kansas city mo,71000,78000,74500,0,1,0
491,pra health sciences,Data Scientist,89000 - 96000,kansas city mo,89000,96000,92500,0,1,0
492,microsoft,Senior Data Scientist,132000 - 143000,kansas city mo,132000,143000,137500,0,0,1
493,ascensus,Associate Data Scientist,70000 - 76000,kansas city mo,70000,76000,73000,1,0,0
494,sprint,Data Scientist,82000 - 92000,kansas city mo,82000,92000,87000,0,1,0
495,the nerdery,Data Scientist,73000 - 78000,kansas city mo,73000,78000,75500,0,1,0
496,pra health sciences,Data Scientist,89000 - 98000,kansas city mo,89000,98000,93500,0,1,0
497,microsoft,Senior Data Scientist,133000 - 145000,kansas city mo,133000,145000,139000,0,0,1
498,ascensus,Associate Data Scientist,71000 - 77000,kansas city mo,71000,77000,74000,1,0,0
499,sprint,Data Scientist,81000 - 92000,kansas city mo,81000,92000,86500,0,1,0
500,the nerdery,Data Scientist,73000 - 78000,kansas city mo,73000,78000,75500,0,1,0
501,pra health sciences,Data Scientist,90000 - 97000,kansas city mo,90000,97000,93500,0,1,0
502,microsoft,Senior Data Scientist,132000 - 142000,kansas city mo,132000,142000,137000,0,0,1
503,ascensus,Associate Data Scientist,70000 - 76000,kansas city mo,70000,76000,73000,1,0,0
504,sprint,Data Scientist,82000 - 91000,kansas city mo,82000,91000,86500,0,1,0
505,the nerdery,Data Scientist,73000 - 78000,kansas city mo,73000,78000,75500,0,1,0
506,pra health sciences,Data Scientist,89000 - 97000,kansas city mo,89000,97000,93000,0,1,0
507,microsoft,Senior Data Scientist,133000 - 142000,kansas city mo,133000,142000,137500,0,0,1
508,ascensus,Associate Data Scientist,70000 - 76000,kansas city mo,70000,76000,73000,1,0,0
509,live nation entertainment,Data Scientist,73000 - 114000,los angeles,73000,114000,93500,0,1,0
510,tinder,Data Scientist,108000 - 116000,los angeles,108000,116000,112000,0,1,0
511,citygrid media,Data Scientist,134000 - 146000,los angeles,134000,146000,140000,0,1,0
512,cognizant technology solutions,Data Scientist,87000 - 94000,los angeles,87000,94000,90500,0,1,0
513,kpmg,Data Scientist,76000 - 84000,los angeles,76000,84000,80000,0,1,0
514,hewlett packard enterprise | hpe,Data Scientist,123000 - 134000,los angeles,123000,134000,128500,0,1,0
515,google,Data Scientist,114000 - 124000,los angeles,114000,124000,119000,0,1,0
516,adobe,Data Scientist,77000 - 83000,los angeles,77000,83000,80000,0,1,0
517,yahoo,Data Scientist,91000 - 98000,los angeles,91000,98000,94500,0,1,0
518,toyota north america,Data Scientist,115000 - 126000,los angeles,115000,126000,120500,0,1,0
519,truecar,Data Scientist,125000 - 134000,los angeles,125000,134000,129500,0,1,0
520,ibm,Data Scientist,123000 - 132000,los angeles,123000,132000,127500,0,1,0
521,capital one,Data Scientist,124000 - 133000,los angeles,124000,133000,128500,0,1,0
522,gallup,Data Scientist,97000 - 105000,los angeles,97000,105000,101000,0,1,0
523,verizon,Data Scientist,126000 - 134000,los angeles,126000,134000,130000,0,1,0
524,amazon.com,Data Scientist,141000 - 151000,los angeles,141000,151000,146000,0,1,0
525,verizon wireless,Data Scientist,116000 - 124000,los angeles,116000,124000,120000,0,1,0
526,intuit,Data Scientist,132000 - 143000,los angeles,132000,143000,137500,0,1,0
527,experian,Data Scientist,127000 - 138000,los angeles,127000,138000,132500,0,1,0
528,avanade,Data Scientist,129000 - 139000,los angeles,129000,139000,134000,0,1,0
529,ciber,Data Scientist,117000 - 127000,los angeles,117000,127000,122000,0,1,0
530,adp,Data Scientist,104000 - 110000,los angeles,104000,110000,107000,0,1,0
531,altisource,Data Scientist,131000 - 140000,los angeles,131000,140000,135500,0,1,0
532,humana,Data Scientist,111000 - 119000,los angeles,111000,119000,115000,0,1,0
533,ipg mediabrands,Data Scientist,100000 - 108000,los angeles,100000,108000,104000,0,1,0
534,symantec,Data Scientist,126000 - 136000,los angeles,126000,136000,131000,0,1,0
535,reachlocal,Data Scientist,103000 - 112000,los angeles,103000,112000,107500,0,1,0
536,corelogic,Data Scientist,96000 - 106000,los angeles,96000,106000,101000,0,1,0
537,avant,Data Scientist,94000 - 101000,los angeles,94000,101000,97500,0,1,0
538,orangepeople,Data Scientist,103000 - 110000,los angeles,103000,110000,106500,0,1,0
539,boston consulting group,Data Scientist,118000 - 128000,los angeles,118000,128000,123000,0,1,0
540,blizzard entertainment,Senior Data Scientist,114000 - 129000,los angeles,114000,129000,121500,0,0,1
541,ibm,Entry Level Data Scientist,108000 - 117000,los angeles,108000,117000,112500,0,1,0
542,emc,Data Scientist II,107000 - 117000,los angeles,107000,117000,112000,0,1,0
543,linkedin,Senior Data Scientist,152000 - 167000,los angeles,152000,167000,159500,0,0,1
544,aol,Senior Data Scientist,113000 - 122000,los angeles,113000,122000,117500,0,0,1
545,emc,Senior Data Scientist,112000 - 122000,los angeles,112000,122000,117000,0,0,1
546,zestfinance,Senior Data Scientist,115000 - 125000,los angeles,115000,125000,120000,0,0,1
547,ibm,Senior Data Scientist,138000 - 149000,los angeles,138000,149000,143500,0,0,1
548,kpmg,Senior Data Scientist,121000 - 131000,los angeles,121000,131000,126000,0,0,1
549,verizon,Senior Data Scientist,142000 - 153000,los angeles,142000,153000,147500,0,0,1
550,experian,Senior Data Scientist,144000 - 155000,los angeles,144000,155000,149500,0,0,1
551,avant,Senior Data Scientist,107000 - 115000,los angeles,107000,115000,111000,0,0,1
552,zefr,Senior Data Scientist,117000 - 127000,los angeles,117000,127000,122000,0,0,1
553,intuit,Associate Data Scientist,121000 - 130000,los angeles,121000,130000,125500,1,0,0
554,verizon,Senior Data Scientist,140000 - 153000,los angeles,140000,153000,146500,0,0,1
555,experian,Senior Data Scientist,146000 - 155000,los angeles,146000,155000,150500,0,0,1
556,avant,Senior Data Scientist,106000 - 116000,los angeles,106000,116000,111000,0,0,1
557,zefr,Senior Data Scientist,116000 - 126000,los angeles,116000,126000,121000,0,0,1
558,intuit,Associate Data Scientist,119000 - 131000,los angeles,119000,131000,125000,1,0,0
559,verizon,Senior Data Scientist,141000 - 152000,los angeles,141000,152000,146500,0,0,1
560,experian,Senior Data Scientist,145000 - 155000,los angeles,145000,155000,150000,0,0,1
561,avant,Senior Data Scientist,107000 - 116000,los angeles,107000,116000,111500,0,0,1
562,zefr,Senior Data Scientist,117000 - 126000,los angeles,117000,126000,121500,0,0,1
563,intuit,Associate Data Scientist,121000 - 130000,los angeles,121000,130000,125500,1,0,0
564,verizon,Senior Data Scientist,142000 - 154000,los angeles,142000,154000,148000,0,0,1
565,experian,Senior Data Scientist,144000 - 158000,los angeles,144000,158000,151000,0,0,1
566,avant,Senior Data Scientist,106000 - 115000,los angeles,106000,115000,110500,0,0,1
567,zefr,Senior Data Scientist,116000 - 125000,los angeles,116000,125000,120500,0,0,1
568,intuit,Associate Data Scientist,120000 - 131000,los angeles,120000,131000,125500,1,0,0
569,ibm,Data Scientist,105000 - 112000,minneapolis,105000,112000,108500,0,1,0
570,cognizant technology solutions,Data Scientist,90000 - 96000,minneapolis,90000,96000,93000,0,1,0
571,honeywell,Data Scientist,99000 - 107000,minneapolis,99000,107000,103000,0,1,0
572,ing,Data Scientist,92000 - 100000,minneapolis,92000,100000,96000,0,1,0
573,thomson reuters,Data Scientist,93000 - 102000,minneapolis,93000,102000,97500,0,1,0
574,the nerdery,Data Scientist,75000 - 81000,minneapolis,75000,81000,78000,0,1,0
575,cargill,Data Scientist,103000 - 111000,minneapolis,103000,111000,107000,0,1,0
